index,Exp,Year,Field,Plot,NTrt,NAdd,NitrAdd,NAtm.NAdd,fg,isspecies,richness,Agropyron repens,Schizachyrium scoparium,Miscellaneous litter,Ncat,FieldPlot
43 C 1985,1,1985,C,43,1,0,0,1,F,1,13,0,76.5,278.3,0,C 43
43 C 1986,1,1986,C,43,1,0,0,1,C3,1,14,0,56.867,215.5,0,C 43
43 C 1987,1,1987,C,43,1,0,0,1,F,1,16,0,57.633,243.93,0,C 43
43 C 1988,1,1988,C,43,1,0,0,1,C3,1,19,0.033,46.433,233.37,0,C 43
43 C 1989,1,1989,C,43,1,0,0,1,F,1,13,0,54.433,365.53,0,C 43
43 C 1990,1,1990,C,43,1,0,0,1,C3,1,15,0,76.633,345.37,0,C 43
43 C 1991,1,1991,C,43,1,0,0,1,F,1,14,0,125.2,371.5,0,C 43
43 C 1992,1,1992,C,43,1,0,0,1,F,1,16,0,33.623,381.63,0,C 43
43 C 1993,1,1993,C,43,1,0,0,1,F,1,18,0,141.6,421.3,0,C 43
43 C 1994,1,1994,C,43,1,0,0,1,O,1,14,0,51.467,369.23,0,C 43
43 C 1995,1,1995,C,43,1,0,0,1,F,1,22,0,88.733,410.7,0,C 43
43 C 1996,1,1996,C,43,1,0,0,1,F,1,14,0,81.667,454.07,0,C 43
43 C 1997,1,1997,C,43,1,0,0,1,F,1,14,0,26.267,255.57,0,C 43
43 C 1998,1,1998,C,43,1,0,0,1,O,1,11,0,156.3,428.3,0,C 43
43 C 1999,1,1999,C,43,1,0,0,1,F,1,15,0,22.367,368.33,0,C 43
43 C 2000,1,2000,C,43,1,0,0,1,F,1,11,0,36.9,185.3,0,C 43
43 C 2001,1,2001,C,43,1,0,0,1,F,1,12,0,13.633,396.37,0,C 43
43 C 2002,1,2002,C,43,1,0,0,1,F,1,18,0,14.633,412,0,C 43
43 C 2003,1,2003,C,43,1,0,0,1,C3,1,13,0,12.9,264.63,0,C 43
43 C 2004,1,2004,C,43,1,0,0,1,F,1,16,0,10.867,4.7667,0,C 43
43 C 2005,1,2005,C,43,1,0,0,1,C3,1,15,0,10.1,2.4,0,C 43
43 C 2006,1,2006,C,43,1,0,0,1,O,1,17,0,6.53,0.47,0,C 43
43 C 2007,1,2007,C,43,1,0,0,1,O,1,18,0,6.23,1.03,0,C 43
43 C 2008,1,2008,C,43,1,0,0,1,F,1,14,0,0.85,0.25,0,C 43
43 C 2009,1,2009,C,43,1,0,0,1,F,1,16,0,0.77,9.7,0,C 43
43 C 2010,1,2010,C,43,1,0,0,1,F,1,18,0,7.47,12.37,0,C 43
43 C 2011,1,2011,C,43,1,0,0,1,F,1,16,0,0.93,5.4,0,C 43
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 C 1982,1,1982,C,47,1,0,0,1,F,1,11,0,214.1,782.67,0,C 47
47 C 1983,1,1983,C,47,1,0,0,1,F,1,14,0,184.4,650.47,0,C 47
47 C 1984,1,1984,C,47,1,0,0,1,F,1,16,0,20.767,84.433,0,C 47
47 C 1985,1,1985,C,47,1,0,0,1,F,1,15,0,82.9,817.87,0,C 47
47 C 1986,1,1986,C,47,1,0,0,1,F,1,14,0,103.53,327.77,0,C 47
47 C 1987,1,1987,C,47,1,0,0,1,F,1,12,2,94.233,334.67,0,C 47
47 C 1988,1,1988,C,47,1,0,0,1,S,1,11,0,86.5,305.63,0,C 47
47 C 1989,1,1989,C,47,1,0,0,1,C3,1,18,2.533,57.1,396.8,0,C 47
47 C 1990,1,1990,C,47,1,0,0,1,F,1,8,0,136.2,374.37,0,C 47
47 C 1991,1,1991,C,47,1,0,0,1,F,1,15,1.267,124.8,406.03,0,C 47
47 C 1992,1,1992,C,47,1,0,0,1,F,1,13,0,55,557.13,0,C 47
47 C 1993,1,1993,C,47,1,0,0,1,F,1,18,0.133,106.77,692.23,0,C 47
47 C 1994,1,1994,C,47,1,0,0,1,C3,1,16,0.033,53.1,322.17,0,C 47
47 C 1995,1,1995,C,47,1,0,0,1,F,1,13,0,100.2,460.57,0,C 47
47 C 1996,1,1996,C,47,1,0,0,1,C3,1,14,2.067,12.767,500,0,C 47
47 C 1997,1,1997,C,47,1,0,0,1,F,1,9,0,42.4,415.57,0,C 47
47 C 1998,1,1998,C,47,1,0,0,1,F,1,9,0,87.7,710.27,0,C 47
47 C 1999,1,1999,C,47,1,0,0,1,F,1,7,0,38.2,516.6,0,C 47
47 C 2000,1,2000,C,47,1,0,0,1,F,1,7,4.2,1.033,240.1,0,C 47
47 C 2001,1,2001,C,47,1,0,0,1,C4,1,7,0.8,0.053,558.73,0,C 47
47 C 2002,1,2002,C,47,1,0,0,1,C3,1,8,0,0,664.23,0,C 47
47 C 2003,1,2003,C,47,1,0,0,1,F,1,4,5.467,0,512.6,0,C 47
47 C 2004,1,2004,C,47,1,0,0,1,F,1,5,18.633,0,55.833,0,C 47
47 C 2005,1,2005,C,47,1,0,0,1,L,1,4,101.2333,0,0,0,C 47
47 C 2006,1,2006,C,47,1,0,0,1,,0,6,104.6,0,1.933,0,C 47
47 C 2007,1,2007,C,47,1,0,0,1,,0,4,95.37,0,1.67,0,C 47
47 C 2008,1,2008,C,47,1,0,0,1,C3,1,6,73.98,0,0,0,C 47
47 C 2009,1,2009,C,47,1,0,0,1,C3,1,4,45.27,0,0.67,0,C 47
47 C 2010,1,2010,C,47,1,0,0,1,C3,1,7,112.87,0,19.63,0,C 47
47 C 2011,1,2011,C,47,1,0,0,1,C3,1,7,156.17,0,46,0,C 47
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53 C 1982,1,1982,C,53,9,0,0,1,F,1,12,0,48.833,411.3,0,C 53
53 C 1983,1,1983,C,53,9,0,0,1,C3,1,10,0.04,131.37,512.9,0,C 53
53 C 1984,1,1984,C,53,9,0,0,1,C3,1,14,0,36.63,200.67,0,C 53
53 C 1985,1,1985,C,53,9,0,0,1,F,1,13,0.357,34.167,385.53,0,C 53
53 C 1986,1,1986,C,53,9,0,0,1,F,1,16,0.04,54.4,366.07,0,C 53
53 C 1987,1,1987,C,53,9,0,0,1,F,1,17,0.367,109.2,559.9,0,C 53
53 C 1988,1,1988,C,53,9,0,0,1,C3,1,10,0,68.3,258.33,0,C 53
53 C 1989,1,1989,C,53,9,0,0,1,F,1,15,0,102.9,318.8,0,C 53
53 C 1990,1,1990,C,53,9,0,0,1,C3,1,13,0,53.967,239.73,0,C 53
53 C 1991,1,1991,C,53,9,0,0,1,F,1,17,0,73.633,517.23,0,C 53
53 C 1992,1,1992,C,53,9,0,0,1,F,1,17,0.2,32.4,342.17,0,C 53
53 C 1993,1,1993,C,53,9,0,0,1,F,1,17,3.633,146.93,529.03,0,C 53
53 C 1994,1,1994,C,53,9,0,0,1,F,1,19,0,46.7,289.5,0,C 53
53 C 1995,1,1995,C,53,9,0,0,1,F,1,17,0.702,108.03,389.73,0,C 53
53 C 1996,1,1996,C,53,9,0,0,1,F,1,17,0.833,70.433,366.67,0,C 53
53 C 1997,1,1997,C,53,9,0,0,1,C3,1,17,1.467,72.733,248.57,0,C 53
53 C 1998,1,1998,C,53,9,0,0,1,F,1,11,0,91.367,495.1,0,C 53
53 C 1999,1,1999,C,53,9,0,0,1,F,1,10,0,176.93,586.17,0,C 53
53 C 2000,1,2000,C,53,9,0,0,1,F,1,12,0,40.7,144.83,0,C 53
53 C 2001,1,2001,C,53,9,0,0,1,F,1,8,0,56.467,434.97,0,C 53
53 C 2002,1,2002,C,53,9,0,0,1,F,1,14,0,44.5,272.3,0,C 53
53 C 2003,1,2003,C,53,9,0,0,1,O,1,10,0,70.5,286.83,0,C 53
53 C 2004,1,2004,C,53,9,0,0,1,O,1,13,3.7,11.133,11.6,0,C 53
53 C 2005,1,2005,C,53,9,0,0,1,F,1,21,0,23.7,10.8,0,C 53
53 C 2006,1,2006,C,53,9,0,0,1,C3,1,15,1.433,10.433,0,0,C 53
53 C 2007,1,2007,C,53,9,0,0,1,O,1,12,1.2,49.97,27.6,0,C 53
53 C 2008,1,2008,C,53,9,0,0,1,C3,1,13,0,34.82,1.48,0,C 53
53 C 2009,1,2009,C,53,9,0,0,1,F,1,16,0,6.7,0,0,C 53
53 C 2010,1,2010,C,53,9,0,0,1,F,1,14,0,18.67,5.27,0,C 53
53 C 2011,1,2011,C,53,9,0,0,1,F,1,15,0,50.8,30.87,0,C 53
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54 C 1982,1,1982,C,54,9,0,0,1,F,1,15,0,129.3,525.5,0,C 54
54 C 1983,1,1983,C,54,9,0,0,1,C3,1,16,0.067,81.1,278.73,0,C 54
54 C 1984,1,1984,C,54,9,0,0,1,F,1,16,0,47.933,271.33,0,C 54
54 C 1985,1,1985,C,54,9,0,0,1,F,1,16,0,42.867,451.53,0,C 54
54 C 1986,1,1986,C,54,9,0,0,1,F,1,18,0,37.9,490.9,0,C 54
54 C 1987,1,1987,C,54,9,0,0,1,F,1,12,0,67.233,371.07,0,C 54
54 C 1988,1,1988,C,54,9,0,0,1,F,1,15,0,27.333,342.37,0,C 54
54 C 1989,1,1989,C,54,9,0,0,1,F,1,9,0,43.1,339.1,0,C 54
54 C 1990,1,1990,C,54,9,0,0,1,F,1,15,0,33.533,455.3,0,C 54
54 C 1991,1,1991,C,54,9,0,0,1,C3,1,11,0,65.267,367.33,0,C 54
54 C 1992,1,1992,C,54,9,0,0,1,C4,1,21,0,47.587,346.33,0,C 54
54 C 1993,1,1993,C,54,9,0,0,1,S,1,25,0,42.2,299.27,0,C 54
54 C 1994,1,1994,C,54,9,0,0,1,C4,1,15,0,82.633,517,0,C 54
54 C 1995,1,1995,C,54,9,0,0,1,,0,21,0,121.57,354.23,0,C 54
54 C 1996,1,1996,C,54,9,0,0,1,F,1,14,0,58.667,354.17,0,C 54
54 C 1997,1,1997,C,54,9,0,0,1,F,1,13,0,87.567,287.87,0,C 54
54 C 1998,1,1998,C,54,9,0,0,1,C3,1,10,0,78.233,515.07,0,C 54
54 C 1999,1,1999,C,54,9,0,0,1,C3,1,13,0,108.6,625.93,0,C 54
54 C 2000,1,2000,C,54,9,0,0,1,F,1,12,0,61.733,217.77,0,C 54
54 C 2001,1,2001,C,54,9,0,0,1,C3,1,11,0,62.233,419.5,0,C 54
54 C 2002,1,2002,C,54,9,0,0,1,F,1,20,0,86.7,341,0,C 54
54 C 2003,1,2003,C,54,9,0,0,1,F,1,11,0,68.7,408.6,0,C 54
54 C 2004,1,2004,C,54,9,0,0,1,C3,1,12,0,16.8,7.6667,0,C 54
54 C 2005,1,2005,C,54,9,0,0,1,F,1,20,0,10.7667,27.9667,0,C 54
54 C 2006,1,2006,C,54,9,0,0,1,O,1,15,0,15.533,0,0,C 54
54 C 2007,1,2007,C,54,9,0,0,1,C4,1,8,0,12.77,0,0,C 54
54 C 2008,1,2008,C,54,9,0,0,1,F,1,18,0,19.22,2.08,0,C 54
54 C 2009,1,2009,C,54,9,0,0,1,F,1,14,0,9.63,4.97,0,C 54
54 C 2010,1,2010,C,54,9,0,0,1,F,1,19,0,78.23,0,0,C 54
54 C 2011,1,2011,C,54,9,0,0,1,F,1,17,0,37.2,8.87,0,C 54
